User ID,Age,Gender,Location,Device Type,OS,Internet Speed,Time of Day,UI Theme,Font Size,Clicks,Time Spent (s),Scroll Depth (%),Navigation Pattern,Search Query,Session Duration (s),UI Components Used,Customization Choices,Feedback,Layout Preference,Navigation Style,Color Palette,Interaction Level,Component Density,Button Style,Icon Style,Loading Style,Error Style,Animation Level,Learning Style
9b04bb06-0e15-46da-a529-d0a71d4e9290,47,,Kyrgyz Republic,Mobile,Unknown,Slow,Day,light,Medium,9,520,83,,!!Change language!!,511,"Slider, , button",Background: Blue,BAD,Single-column,Tab Bar,High Contrast,High,Compact,Floating,Duotone,Progress Bar,text only,Moderate,Note-taking and summarizing
5bd9d683-6e0a-45ac-b6ee-8f016e5ac1f1,25,F,Antarctica (the territory South of 60 deg S),Tablet,iOS,Slow,,Dark,small,46,211,22,Home → Profile,Dark mode,231,"Dropdown, Sidebar",  Theme:Minimalist  ,good,Single-column,Tab Bar,High Contrast,Moderate,Spacious,Pill-shaped,Outlined,,Toast,Subtle,Group discussions
a1325e6c-11f4-4293-bea8-dd304666dee5,25,f,Papua New Guinea,Tablet,Android,Slow,Night,,,49,510,16,,Change language,786,"Slider, Button",  Theme:Minimalist  ,,List,top menu,Monochrome,Moderate,Spacious,Rounded,filled,,Modal,Expressive,Reading PDF
591a62e8-96c1-4e2c-951a-02016f69cc16,49,m,Lesotho,,iOS,Slow,Day,light,LARGE,27,114,49,Cart → Checkout,Reduce animations,471,"Chatbox, button",Custom Font,,List,Gesture-based,Blue Dominant,High,compact,Rounded,filled,,Modal,Expressive,Flashcards and quizzes
f0a2b6b3-fefb-4806-ac9e-bc435f001aeb,21,Other,Malaysia,Mobile,Linux,Medium,,Light,,35,668,14,,Dark mode,153,"Slider, button, ",High Contrast Mode,,Grid,Gesture-based,Pastel,Moderate,Compact,Rounded,Filled,Skeleton,Illustration,Expressive,Interactive tutorials
e773e195-6b31-4ab3-8d55-0a924797d731,21,Other,Bolivia,Mobile,Android,SLOW,day,Dark,LARGE,16,445,10,Dashboard → Settings,Reduce animations,305,"Slider, button",High Contrast Mode,BAD,,Gesture-based,Blue Dominant,Minimal,Standard,Pill-shaped,Outlined,None,Text-only,,One-on-one tutoring
00f80d8d-d30f-46db-a174-d40d82029637,30,Female,Mongolia,DESKTOP,ios,,Night,Dark,Large,3,276,99,Home → Profile,Change language,526,"Chatbox, Button, Sidebar",Background: Blue,BAD,grid,Gesture-based,Blue Dominant,Minimal,Compact,Square,Outlined,Spinner,Toast,Subtle,Note-taking and summarizing
59b08a7a-a53a-414c-bb5e-8cf09ef4e29e,63,f,Kenya,,macOS,,,,Large,39,142,31,Cart → Checkout,Reduce animations,461,Slider,Background: Blue,Good,Card-based,top menu,Warm Tones,High,Compact,Floating,filled,None,Text-only,Moderate,Hands-on projects
5543f80d-a255-41b0-bdc2-b7bc5430c178,30,,Malta,Desktop,Android,,day,,Large,37,372,59,Feed → Post → Comments, dark mode ,372,Chatbox,  Theme:Minimalist  ,good,Card-based,Gesture-based,Monochrome,,Standard,Rounded,filled,Spinner,Illustration,Subtle,Group discussions
4cfcd9f5-8fbd-45d4-ab3e-b6f676038e81,27,m,Antarctica (the territory South of 60 deg S),Mobile,Unknown,SLOW,Day,Light,Small,29,501,24,Feed → Post → Comments,Reduce animations,705,"Dropdown, Chatbox, Button",High Contrast Mode,,Single-column,Hamburger Menu,Warm Tones,High,Compact,Pill-shaped,Filled,Skeleton,Toast,,Group discussions
23080c0a-02a9-49c0-bf02-ad2b12a4056c,41,m,Kazakhstan,,iOS,Medium,NIGHT,,Medium,38,540,8,Home → Profile,Increase font size,801,Sidebar,Theme: Minimalist,BAD,,Gesture-based,Pastel,Minimal,Compact,Floating,Filled,None,Illustration,,Note-taking and summarizing
e19edf17-9546-416a-ac17-9e8b1fa2089c,43,m,Martinique,DESKTOP,Unknown,Medium,day,light,,38,465,54,Dashboard → Settings, dark mode ,818,Button,High Contrast Mode,BAD,Single-column,Hamburger Menu,Blue Dominant,High,compact,Rounded,Filled,Spinner,Toast,Moderate,Interactive tutorials
534b3de9-b17f-40f0-b104-a02161e971f9,1,,Cambodia,,Android,,,light,Small,15,267,19,Feed → Post → Comments, dark mode ,413,"Slider, Menu",Theme: Minimalist,BAD,Single-column,Tab Bar,BLUE DOMINANT,Minimal,Standard,Square,Filled,Progress Bar,Text-only,None,
e1e235a6-7043-4d73-aba8-5b9a3047a594,30,m,Nepal,mobile,Windows,Medium,Night,Dark,Large,24,270,62,,Reduce animations,419,"button, Menu, Button",  Theme:Minimalist  ,BAD,,Hamburger Menu,High Contrast,High,Compact,,Duotone,Skeleton,Modal,Expressive,
d7a14e29-c042-4063-9da2-723f82f15fdb,36,m,Andorra,Mobile,macOS,Slow,Day,Light,,24,219,77,,Reduce animations,463,"button, Sidebar",Theme: Minimalist,,Card-based,Tab Bar,BLUE DOMINANT,Moderate,Compact,,Duotone,,Toast,Moderate,Interactive tutorials
65e532f8-c755-4a2c-a689-2d4f4913abec,19,,Latvia,DESKTOP,Windows,SLOW,NIGHT,Light,,17,232,89,Cart → Checkout,!!Change language!!,110,,Custom Font,Bad,grid,Top Menu,Blue Dominant,Minimal,compact,,filled,Spinner,Modal,,Note-taking and summarizing
ef34fff5-8bc1-4663-8156-e14a10a81b1d,53,M,Palau,DESKTOP,macOS,Fast,Day,light,small,49,236,46,Cart → Checkout,Reduce animations,249,", Button",  Theme:Minimalist  ,BAD,Card-based,Tab Bar,High Contrast,Moderate,Standard,Rounded,Duotone,Progress Bar,Text-only,,Flashcards and quizzes
5cb2f438-7f53-4ee2-a967-9178ba48529c,24,Other,Saint Helena,Desktop,Windows,Medium,Day,Light,small,48,252,23,,Enable notifications,164,", Slider",  Theme:Minimalist  ,,Card-based,Gesture-based,High Contrast,,Standard,Rounded,Filled,Skeleton,Text-only,Subtle,Watch videos
a43251de-5f41-4ec3-bfe1-552e69c1bca0,60,,Qatar,,Linux,Slow,day,System Default,Medium,38,479,45,,Reduce animations,451,Menu,  Theme:Minimalist  ,good,Single-column,Top Menu,Warm Tones,High,Compact,Floating,Duotone,Progress Bar,Text-only,,Interactive tutorials
94bf0059-5ace-45e9-ba72-aa2ffbcfe340,33,,Tajikistan,DESKTOP,Windows,Medium,Day,Light,Medium,21,251,23,Feed → Post → Comments,Reduce animations,288,Button,  Theme:Minimalist  ,,grid,Tab Bar,High Contrast,High,compact,Floating,Filled,Spinner,text only,Expressive,Watch videos
24fd7537-094f-418b-ae12-a9c532903ebf,41,m,Saint Pierre and Miquelon,Mobile,Linux,Fast,NIGHT,System Default,Small,36,324,6,Feed → Post → Comments,!!Change language!!,216,", button, Chatbox",Theme: Minimalist,Good,grid,Gesture-based,Warm Tones,High,Standard,Floating,Outlined,,Text-only,Moderate,Watch videos
7b80d3f3-1926-4c65-9387-21e2c8166441,35,m,Nicaragua,,Linux,Medium,day,Dark,,27,485,86,Cart → Checkout,!!Change language!!,455,,High Contrast Mode,Bad,grid,Gesture-based,Blue Dominant,Custom,compact,Pill-shaped,Filled,Spinner,Text-only,,Reading PDF
2eae1a6b-e5af-424b-bf92-51cc81eda9b9,57,Other,Sao Tome and Principe,mobile,Linux,Fast,day,Dark,Small,3,329,57,Cart → Checkout,Change language,359,"Button, Menu, Sidebar",Theme: Minimalist,Bad,grid,Tab Bar,Monochrome,High,Compact,Pill-shaped,Duotone,None,Illustration,None,Interactive tutorials
4e3f0935-de46-488c-88ed-a4794bc565b1,50,Female,New Zealand,,iOS,SLOW,Day,Dark,Small,6,81,32,,Enable notifications,666,"Chatbox, Dropdown, Button",Custom Font,good,Single-column,Top Menu,Blue Dominant,High,Compact,Square,filled,Progress Bar,Text-only,,Live workshops or webinars
8aedbdce-36ee-481c-b844-365bce1451eb,50,f,Korea,Mobile,Android,Fast,day,System Default,small,31,358,56,Home → Profile,Increase font size,427,Slider,  Theme:Minimalist  ,,Single-column,Tab Bar,Pastel,High,Compact,Square,filled,None,Illustration,Expressive,Live workshops or webinars
319a4186-f577-4cbd-aca8-be59ff1bfd54,31,m,Nigeria,,iOS,SLOW,Night,,Small,31,518,108,Home → Profile,Increase font size,618,"Dropdown, Menu",Custom Font,BAD,Card-based,Gesture-based,Warm Tones,Moderate,Compact,,Outlined,,Toast,Expressive,One-on-one tutoring
3d461eed-96e6-416e-8694-680e6693a06f,19,,Libyan Arab Jamahiriya,Tablet,macOS,Fast,day,System Default,LARGE,6,474,35,Cart → Checkout,Enable notifications,629,,Custom Font,BAD,grid,Top Menu,Warm Tones,High,compact,,Duotone,Skeleton,Text-only,Subtle,Watch videos
924d4eaa-de90-4d20-be18-efe5de9b0f9f,39,Female,Armenia,Desktop,Linux,,day,,LARGE,30,545,46,Home → Profile,Dark mode,477,,Theme: Minimalist,,,Tab Bar,BLUE DOMINANT,Moderate,Compact,Pill-shaped,Outlined,Spinner,text only,Expressive,Live workshops or webinars
2092cd43-a489-49ce-a5a4-26fb9c864e59,31,M,Dominica,,Unknown,Medium,Night,Dark,Small,39,371,13,Home → Profile, dark mode ,500,Slider,High Contrast Mode,BAD,List,Gesture-based,Blue Dominant,Custom,Compact,Floating,Duotone,Skeleton,text only,None,Note-taking and summarizing
b6df122a-f034-44c5-a0b9-fbc76d653eb0,51,,Tunisia,Mobile,ios,Medium,Night,,small,21,362,64,Home → Profile,Increase font size,838,"button, Slider, Menu",Theme: Minimalist,Good,Grid,Hamburger Menu,Monochrome,Moderate,Compact,,filled,Progress Bar,text only,Expressive,Note-taking and summarizing
541a53d1-ed95-4cd7-952b-3ef82515ac3b,35,F,Guatemala,Mobile,Linux,Medium,Night,Dark,Large,6,454,71,Dashboard → Settings,Enable notifications,845,"Slider, , Menu",High Contrast Mode,Good,grid,Hamburger Menu,Monochrome,Minimal,Compact,Pill-shaped,Filled,Progress Bar,text only,None,
6d8e5e50-d559-494d-86a7-b66c322524a7,18,f,North Macedonia,Mobile,Unknown,Fast,NIGHT,System Default,,30,1296,-4,Feed → Post → Comments,Reduce animations,582,button,Background: Blue,Good,,Tab Bar,Warm Tones,,Compact,,filled,Skeleton,Toast,,Reading PDF
e0e43aec-f1a3-4828-9de4-32f8a2a990fb,23,,Moldova,Desktop,Windows,,,light,,33,249,22,Dashboard → Settings,!!Change language!!,430,,Theme: Minimalist,good,Card-based,Tab Bar,BLUE DOMINANT,Custom,compact,,Hand-drawn,Skeleton,Illustration,Subtle,Group discussions
38565c3d-793f-4f4f-8d38-4b7b65a74c66,18,F,Poland,Mobile,macOS,Slow,,Dark,Small,36,120,10,Cart → Checkout,Increase font size,589,"Dropdown, Button, button",Custom Font,Good,List,Tab Bar,Monochrome,Minimal,Compact,Rounded,Hand-drawn,Skeleton,Toast,None,Flashcards and quizzes
8244e7ac-c68a-48c9-a44e-a85230f01498,50,M,Bolivia,Desktop,macOS,,Day,Dark,LARGE,39,385,89,Feed → Post → Comments,Dark mode,847,button,Custom Font,good,List,Tab Bar,High Contrast,Custom,compact,Rounded,filled,Skeleton,Illustration,None,Flashcards and quizzes
fd27d9b7-9006-44e4-980d-21ec2eb75fca,48,,Samoa,,macOS,Slow,Night,Dark,Small,28,35,50,Home → Profile, dark mode ,634,Button,Background: Blue,BAD,Single-column,Tab Bar,High Contrast,Minimal,Compact,Rounded,Filled,,Illustration,None,Problem-solving exercises
a0b730b4-8136-4670-95ea-58fdc79dd33f,30,,Guadeloupe,,macOS,Fast,Night,light,LARGE,11,33,47,Cart → Checkout,!!Change language!!,608,"Button, , Menu",Background: Blue,Bad,,Tab Bar,High Contrast,Moderate,Spacious,,filled,Spinner,Modal,Subtle,Live workshops or webinars
b9bd4f9a-623c-471b-8018-a745cb735b25,39,f,Colombia,,macOS,,,light,Small,26,492,1,Home → Profile,!!Change language!!,1781,,  Theme:Minimalist  ,Bad,Single-column,Hamburger Menu,Monochrome,Moderate,Spacious,Rounded,filled,Skeleton,Text-only,Moderate,Flashcards and quizzes
564db54f-890b-4d87-8b75-ba17e0ab0a50,34,Other,Heard Island and McDonald Islands,Tablet,ios,Medium,Night,System Default,,40,517,48,Home → Profile,!!Change language!!,614,"Chatbox, Button, Dropdown",Custom Font,Good,grid,Tab Bar,Pastel,Custom,Compact,Rounded,Hand-drawn,Skeleton,Toast,,Problem-solving exercises
6f27edab-5ff8-4287-b4b3-56fa7a1f3df1,30,f,Antigua and Barbuda,,iOS,Fast,Night,,Large,8,55,80,Dashboard → Settings,Reduce animations,555,Button,Background: Blue,Good,grid,top menu,Pastel,Custom,compact,Rounded,Hand-drawn,,text only,,Flashcards and quizzes
ae86928e-4518-4fdb-8582-bc70b6b078e7,27,f,Paraguay,DESKTOP,Linux,SLOW,Night,System Default,Small,9,362,63,Dashboard → Settings,Enable notifications,218,Slider,High Contrast Mode,Bad,grid,Gesture-based,Warm Tones,Minimal,Standard,Square,Duotone,,text only,None,Problem-solving exercises
8cb80c0b-0d44-476e-a817-6956ceccffc4,35,F,Hong Kong,,Android,,day,Dark,LARGE,13,154,0,Feed → Post → Comments,Change language,761,,  Theme:Minimalist  ,BAD,grid,Hamburger Menu,Monochrome,High,Spacious,Rounded,Duotone,None,Toast,Expressive,Group discussions
566e5178-c720-4596-9211-c5003aa13ec9,55,m,Botswana,Desktop,macOS,Fast,,System Default,small,29,319,60,Cart → Checkout, dark mode ,258,Sidebar,Background: Blue,BAD,List,Hamburger Menu,BLUE DOMINANT,Moderate,Compact,Rounded,Duotone,None,Toast,Moderate,Watch videos
b1ba33cf-2f42-42b6-aea3-866b8829fdf6,29,Other,Bermuda,Desktop,Unknown,Medium,,System Default,small,9,414,61,Cart → Checkout,Enable notifications,1575,"Button, Menu",Custom Font,Bad,,Hamburger Menu,Warm Tones,High,Compact,Square,Hand-drawn,None,Text-only,Subtle,Note-taking and summarizing
891a9b6c-c30e-46d9-a3eb-b4e95d4dbd0b,52,F, Seychelles!!,Desktop,Android,Fast,Night,System Default,LARGE,7,579,24,, dark mode ,627,"Slider, Chatbox, ",Custom Font,good,grid,Gesture-based,BLUE DOMINANT,Custom,Spacious,Square,Hand-drawn,Spinner,Modal,None,Watch videos
10e0550a-3193-431c-ac32-3c2bdccd89e9,39,m,Ecuador,,iOS,Fast,,Light,Large,42,25,51,Cart → Checkout,Dark mode,869,,Background: Blue,,Grid,Hamburger Menu,BLUE DOMINANT,Moderate,Compact,,Outlined,Progress Bar,Text-only,Expressive,Flashcards and quizzes
cfa56816-f639-4bde-bf4e-1b9b14cda6c0,59,M,Jordan,,iOS,Fast,Day,Dark,small,16,269,47,Home → Profile, dark mode ,801,"Menu, Dropdown",Custom Font,,Single-column,top menu,Monochrome,Moderate,Standard,Square,filled,,Text-only,Expressive,Reading PDF
97853e0c-3a81-48f8-abf6-52981fca16f6,26,f,Namibia,Mobile,ios,SLOW,NIGHT,System Default,Large,2,448,22,,Reduce animations,195,"Menu, button",High Contrast Mode,good,Card-based,Hamburger Menu,Blue Dominant,Minimal,Compact,Floating,Duotone,Progress Bar,Text-only,None,Flashcards and quizzes
68b2ce35-bb81-4c7e-afbf-a549dbf8335e,42,Female,Somalia,mobile,Android,Slow,Day,light,Large,34,447,84,Feed → Post → Comments,Increase font size,284,,Custom Font,,List,Gesture-based,Monochrome,High,Compact,Rounded,Outlined,Progress Bar,text only,Moderate,Note-taking and summarizing
9e8ad7ac-0414-4845-b1c3-9828f0d84d13,34,m,Burundi,,ios,Medium,day,Light,,16,442,55,Home → Profile,Enable notifications,104,Button,  Theme:Minimalist  ,Good,List,Hamburger Menu,High Contrast,Custom,compact,Floating,Hand-drawn,Progress Bar,Toast,,Watch videos
4f9f0954-d211-463a-b952-44bcdeb2dc93,39,Female,Portugal,,Android,,,Dark,Small,24,369,38,,Reduce animations,635,"Dropdown, Slider",High Contrast Mode,Good,Grid,Tab Bar,Blue Dominant,Moderate,compact,,Outlined,Progress Bar,Modal,Expressive,
cfbbbc00-a6fd-49e9-894f-75d63df71edf,37,m,Micronesia,Mobile,Linux,,NIGHT,light,small,7,563,42,Dashboard → Settings,Change language,454,,Custom Font,Bad,,Gesture-based,BLUE DOMINANT,Moderate,Compact,Square,filled,,text only,Subtle,Flashcards and quizzes
2f60c813-28b1-40c6-80c6-7a4c9a1c7687,48,Female,Korea,mobile,iOS,Medium,Day,light,,9,326,62,Dashboard → Settings,Increase font size,480,"Menu, Dropdown",High Contrast Mode,Good,Single-column,Hamburger Menu,Blue Dominant,High,Standard,Square,Filled,Progress Bar,Toast,Moderate,Note-taking and summarizing
e4a50440-c5a9-4577-b5d3-a2af09831449,19,F,Marshall Islands,Tablet,Unknown,Fast,day,Dark,Large,23,74,27,Home → Profile,!!Change language!!,689,,Theme: Minimalist,,Card-based,top menu,High Contrast,Minimal,Standard,Rounded,Hand-drawn,Progress Bar,Text-only,,
6bb487b5-8ca0-40d0-8a25-49c12f2accfa,24,m,Uruguay,Desktop,iOS,Medium,Night,Light,LARGE,17,445,27,Feed → Post → Comments,Change language,859,"Sidebar, ",High Contrast Mode,good,grid,Tab Bar,BLUE DOMINANT,High,compact,,filled,None,Modal,Moderate,Hands-on projects
313ee65b-2ce1-42d6-baf0-5646622de2ea,33,M,Gabon,,Android,SLOW,Night,,Medium,36,528,56,, dark mode ,858,Chatbox,Custom Font,Bad,,top menu,Warm Tones,Moderate,Spacious,Square,Duotone,Skeleton,Modal,Moderate,Hands-on projects
68392e27-915c-4932-99cc-728e0fe85020,19,m,Belgium,Desktop,iOS,Fast,Night,,LARGE,2,738,26,Home → Profile,!!Change language!!,215,"Chatbox, Button, Dropdown",  Theme:Minimalist  ,,grid,Tab Bar,BLUE DOMINANT,Moderate,Standard,,Duotone,,Toast,Moderate,Hands-on projects
d5354322-3e1d-44b9-9f1c-48c683750182,42,f,Guernsey,,Windows,Slow,Day,Dark,LARGE,5,45,17,Feed → Post → Comments, dark mode ,291,"Slider, Chatbox",High Contrast Mode,good,Card-based,Hamburger Menu,Monochrome,High,Standard,Pill-shaped,Duotone,,Text-only,Moderate,Interactive tutorials
5e274523-37d7-41f0-b6c4-e59e16203876,27,,Spain,Mobile,Android,Fast,Day,,LARGE,28,466,97,Home → Profile,!!Change language!!,425,,Theme: Minimalist,BAD,Single-column,Gesture-based,High Contrast,High,Compact,,Filled,Skeleton,Text-only,None,Note-taking and summarizing
7ec6fd33-eeb0-4f9b-b84b-8da278b5ab54,46,Female,Greenland,Desktop,iOS,SLOW,Day,Dark,Large,131,163,100,Cart → Checkout,Increase font size,825,"Button, button",Background: Blue,Bad,Card-based,Hamburger Menu,Blue Dominant,,Spacious,Rounded,Filled,,text only,,Flashcards and quizzes
3b07954c-640f-4296-94b1-235349c26df1,32,Female,Micronesia,Tablet,Unknown,,day,Dark,Large,11,157,88,,Dark mode,562,,  Theme:Minimalist  ,BAD,Grid,top menu,Monochrome,Moderate,Standard,Floating,Duotone,,Text-only,None,Hands-on projects
14093c06-a2c8-487c-9b7c-c9a3955ff96a,46,,Myanmar,,iOS,Medium,,light,Large,11,501,1,Home → Profile,!!Change language!!,845,button,Theme: Minimalist,Bad,Grid,Top Menu,Monochrome,Moderate,Compact,Pill-shaped,Filled,Progress Bar,Illustration,Subtle,One-on-one tutoring
be391132-7967-40cd-8126-09a1a37a5751,53,,Italy,Desktop,iOS,SLOW,NIGHT,Light,,43,499,30,,Dark mode,460,"button, ",Background: Blue,BAD,,Gesture-based,Pastel,High,Spacious,Square,Hand-drawn,,Modal,Moderate,Note-taking and summarizing
67977d78-7431-4e9d-bbeb-9e0290863a6f,37,m,Kuwait,Tablet,macOS,,day,light,Large,5,252,71,,Change language,166,"Dropdown, Menu, button",  Theme:Minimalist  ,Bad,Single-column,Top Menu,Monochrome,Moderate,compact,Rounded,Duotone,Progress Bar,Toast,Moderate,Note-taking and summarizing
6c008c60-81cc-49ad-83ad-bad21c1f3107,49,, Macao!!,mobile,Linux,,NIGHT,Light,Large,27,361,8,,!!Change language!!,768,"Menu, ",Custom Font,Good,List,Gesture-based,Monochrome,High,Compact,Rounded,Outlined,,text only,Moderate,
130154e6-d44b-4ace-b8e2-eb5fe00e8878,56,,Saint Barthelemy,Desktop,Linux,Fast,NIGHT,light,Large,5,284,68,Cart → Checkout, dark mode ,878,"button, Button, Sidebar",Theme: Minimalist,Bad,List,Hamburger Menu,Blue Dominant,High,Standard,Floating,Outlined,None,Illustration,Moderate,Problem-solving exercises
d0f312df-f432-4da3-8400-70f2d0e6fa2e,28,,Mayotte,mobile,Unknown,,NIGHT,light,small,12,556,60,Cart → Checkout,Increase font size,264,"Menu, , Slider",Custom Font,BAD,Grid,Gesture-based,Warm Tones,High,Compact,,Duotone,Progress Bar,Text-only,None,Note-taking and summarizing
1788c26c-4cc8-4737-a56b-5d5ef96249ba,5,Female, Christmas Island!!,Tablet,ios,SLOW,Night,Dark,Large,42,236,66,Home → Profile,!!Change language!!,622,"Dropdown, button, Slider",Custom Font,Bad,grid,Tab Bar,Blue Dominant,High,Spacious,Square,Outlined,Progress Bar,Toast,,Hands-on projects
b1d5b2e7-223f-4724-bc93-0e5071dec674,59,,Saint Pierre and Miquelon,Tablet,Android,Fast,Day,Dark,Large,25,93,100,Home → Profile,Dark mode,405,"Menu, ",High Contrast Mode,Good,Grid,top menu,Blue Dominant,High,compact,Floating,Outlined,Skeleton,Modal,Expressive,One-on-one tutoring
388483ea-e11a-461d-8b6e-b2f22a49f764,49,M,Bhutan,Tablet,Linux,,Night,System Default,Large,12,331,95,Feed → Post → Comments,Change language,351,,Theme: Minimalist,Bad,,top menu,BLUE DOMINANT,,Spacious,Pill-shaped,Duotone,Progress Bar,Illustration,,Group discussions
e91df2e4-b13f-406d-9aee-034f80d0fbb4,31,, Kenya!!,mobile,Unknown,,Day,Light,Large,28,178,3,Home → Profile,!!Change language!!,392,"button, Sidebar, Slider",Theme: Minimalist,good,Grid,Hamburger Menu,Warm Tones,Custom,Compact,Square,Hand-drawn,None,Text-only,None,Reading PDF
e6e47032-e1b2-4218-803d-50a6ad41e169,38,,Christmas Island,,Unknown,SLOW,Day,Light,small,2,182,84,Home → Profile,Dark mode,350,,Custom Font,Good,,top menu,Monochrome,Minimal,compact,,Duotone,Skeleton,text only,,One-on-one tutoring
38c4551e-fe14-4069-9908-c91ec49988ce,28,,Saint Barthelemy,Mobile,Windows,Medium,Day,Light,small,20,22,86,Dashboard → Settings,Enable notifications,285,,High Contrast Mode,Good,,Gesture-based,Warm Tones,Custom,Compact,Square,Duotone,Spinner,Illustration,,Hands-on projects
c6361077-85a5-402c-86a6-e842ab2e038c,45,Other,Bahamas,Tablet,iOS,,day,light,LARGE,17,62,26,Cart → Checkout,Dark mode,530,"Slider, Sidebar",Background: Blue,,Grid,Tab Bar,High Contrast,Moderate,Spacious,Pill-shaped,Duotone,Spinner,Illustration,Expressive,Flashcards and quizzes
27fe690a-7beb-4047-919e-32350c8cacba,20,Female, Iraq!!,Tablet,iOS,,day,System Default,,14,46,42,Cart → Checkout, dark mode ,151,", button",Custom Font,Good,Grid,Hamburger Menu,Pastel,,Spacious,Floating,Filled,,Text-only,,Flashcards and quizzes
8f6a91c6-04da-448f-b873-69db0062803c,33,f,Saint Barthelemy,DESKTOP,Unknown,Fast,NIGHT,,,23,448,2,,Increase font size,862,,Background: Blue,,Card-based,Gesture-based,BLUE DOMINANT,Moderate,Spacious,Rounded,Duotone,,text only,Moderate,Problem-solving exercises
139df45c-1649-4288-a2dc-6485b364cb0f,46,m,Sudan,mobile,Windows,Fast,,Dark,Medium,45,469,86,Cart → Checkout, dark mode ,169,"Slider, , Button",Custom Font,Bad,,Tab Bar,Monochrome,,Compact,Square,Duotone,Spinner,text only,Subtle,Note-taking and summarizing
1c3aa7e2-b045-4279-a75c-78819a1d5c33,38,F,Angola,Tablet,Linux,,NIGHT,Light,Small,23,165,31,Dashboard → Settings,!!Change language!!,305,"Slider, button",Theme: Minimalist,good,Card-based,top menu,High Contrast,High,Standard,Rounded,Duotone,Spinner,text only,Subtle,Interactive tutorials
8426a405-3411-4102-868d-8f78d8179c8c,43,M,Madagascar,,ios,Fast,NIGHT,,small,41,141,24,Home → Profile,Increase font size,518,"Button, Chatbox, Menu",Custom Font,Bad,grid,Hamburger Menu,High Contrast,High,Spacious,Pill-shaped,Duotone,Progress Bar,Illustration,Moderate,Group discussions
c9a7ff15-8865-4b59-9874-77fb68dd27a3,41,,Guyana,,Unknown,Fast,Day,Dark,Small,2,874,36,,Increase font size,616,Slider,Custom Font,good,grid,top menu,Monochrome,High,compact,,Filled,Progress Bar,Illustration,Subtle,
